step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
187,CASH_IN,438036.99,C1722451853,4805003.0,5243039.99,C1586724699,3000277.89,2562240.9,0,0
35,PAYMENT,5243.61,C645940840,151226.47,145982.86,M501828118,0.0,0.0,0,0
205,PAYMENT,4959.56,C1079413995,103098.18,98138.62,M345066815,0.0,0.0,0,0
403,CASH_OUT,164866.87,C578755878,0.0,0.0,C1030479365,229664.03,394530.91,0,0
44,CASH_IN,12049.88,C2080231439,9363661.03,9375710.91,C1335637774,824123.51,812073.63,0,0
299,PAYMENT,6596.09,C310907072,329835.01,323238.92,M352519126,0.0,0.0,0,0
538,PAYMENT,6366.21,C630398358,37533.0,31166.79,M360434072,0.0,0.0,0,0
133,CASH_OUT,62696.18,C1607465724,0.0,0.0,C1136127685,148841.41,211537.59,0,0
17,CASH_OUT,177270.02,C1328915295,11102.0,0.0,C825991816,1440478.63,868251.71,0,0
396,CASH_OUT,19814.04,C1806972997,22246.0,2431.96,C1721554905,52713.91,72527.95,0,0
44,PAYMENT,947.69,C63635349,6235.0,5287.31,M2067911209,0.0,0.0,0,0
179,CASH_IN,126017.8,C772993468,5518177.98,5644195.78,C1865001175,276733.76,150715.96,0,0
403,PAYMENT,1816.75,C622312333,0.0,0.0,M1112507556,0.0,0.0,0,0
201,CASH_OUT,114136.23,C488939005,0.0,0.0,C1244093207,5033057.35,5147193.59,0,0
10,CASH_OUT,191465.0,C956605455,345503.58,154038.58,C581460473,32175.0,223640.0,0,0
256,CASH_IN,60702.13,C170062654,623784.1,684486.23,C836134053,1009719.08,949016.95,0,0
186,CASH_OUT,99624.71,C1610536260,1753.0,0.0,C1939742882,29912.66,129537.37,0,0
372,TRANSFER,308785.52,C312724498,14940.0,0.0,C1731608481,0.0,308785.52,0,0
210,CASH_OUT,92876.45,C1025741935,110126.48,17250.03,C1433948191,947641.33,1040517.78,0,0
399,TRANSFER,401726.25,C1669755678,0.0,0.0,C398799434,932010.57,1333736.82,0,0
207,TRANSFER,599192.52,C1372865836,0.0,0.0,C1461008477,1471940.84,2071133.37,0,0
181,CASH_OUT,228794.35,C200216115,12778.0,0.0,C129269939,150751.09,379545.45,0,0
373,CASH_OUT,121966.08,C914941858,0.0,0.0,C825329666,324295.25,446261.33,0,0
252,CASH_OUT,218427.93,C439376742,155707.0,0.0,C1168382976,6227441.08,6445869.01,0,0
394,PAYMENT,2193.19,C200109592,76186.0,73992.81,M1956226145,0.0,0.0,0,0
259,CASH_IN,123168.6,C1119775691,5703.0,128871.6,C874482428,0.0,0.0,0,0
402,PAYMENT,1545.21,C429745899,29359.0,27813.79,M810299117,0.0,0.0,0,0
14,CASH_IN,238703.77,C1677231754,782400.2,1021103.97,C413046895,2467011.35,2228307.57,0,0
302,CASH_OUT,164915.71,C1416849802,0.0,0.0,C1256974157,287274.68,452190.39,0,0
681,PAYMENT,11115.87,C1339439085,31354.0,20238.13,M1298726630,0.0,0.0,0,0
229,CASH_IN,195124.69,C417442546,31854.0,226978.69,C1689525031,8899146.48,8704021.79,0,0
12,CASH_OUT,67701.37,C922191320,0.0,0.0,C1942406310,853520.41,1268182.74,0,0
137,CASH_OUT,360080.31,C388626106,40394.0,0.0,C1450872799,0.0,360080.31,0,0
402,CASH_OUT,243247.02,C1773335584,0.0,0.0,C1676538783,5304876.11,5548123.13,0,0
210,CASH_OUT,165866.43,C1331905009,26641.0,0.0,C1113095645,661232.3,827098.73,0,0
274,PAYMENT,16803.08,C984496542,11498.0,0.0,M2108043888,0.0,0.0,0,0
96,TRANSFER,40503.6,C335127842,0.0,0.0,C2037224994,236689.83,277193.43,0,0
17,CASH_IN,178592.39,C1202492730,28416.0,207008.39,C1776438766,15411.0,0.0,0,0
42,CASH_OUT,106524.82,C599696316,66668.0,0.0,C374755724,234092.76,340617.59,0,0
203,PAYMENT,15792.02,C445063593,0.0,0.0,M731058977,0.0,0.0,0,0
262,PAYMENT,6222.16,C1676259578,8003.0,1780.84,M785804160,0.0,0.0,0,0
211,CASH_IN,31172.25,C2131021498,3101980.89,3133153.14,C2080943348,3009267.74,2978095.5,0,0
237,CASH_OUT,158072.79,C988056712,0.0,0.0,C1432929551,819288.64,977361.43,0,0
35,CASH_OUT,160292.87,C180895870,51203.0,0.0,C642755829,0.0,342622.67,0,0
330,PAYMENT,13344.76,C408141009,0.0,0.0,M1532120207,0.0,0.0,0,0
684,CASH_OUT,245050.46,C763670555,68936.0,0.0,C678064838,0.0,245050.46,0,0
131,CASH_OUT,239320.0,C695736536,121166.0,0.0,C999081378,376937.0,616257.0,0,0
299,PAYMENT,65949.64,C1647319394,33938.0,0.0,M566511691,0.0,0.0,0,0
280,PAYMENT,46880.08,C401567153,0.0,0.0,M284082018,0.0,0.0,0,0
359,PAYMENT,14560.06,C942434273,5071.0,0.0,M290951211,0.0,0.0,0,0
573,PAYMENT,4462.0,C581864833,104517.0,100055.0,M1247421546,0.0,0.0,0,0
43,PAYMENT,7384.37,C723846926,66.0,0.0,M366829421,0.0,0.0,0,0
162,CASH_IN,216890.72,C1338010465,99407.0,316297.72,C1794884120,605198.35,388307.63,0,0
281,CASH_OUT,13424.83,C1605422765,0.0,0.0,C370193893,6985071.24,6998496.07,0,0
522,CASH_OUT,108113.4,C1493434373,9970.0,0.0,C870257561,17220.35,125333.75,0,0
232,CASH_OUT,203735.32,C1576213870,567.0,0.0,C428795109,2342355.97,2546091.29,0,0
306,CASH_OUT,276291.75,C1923564770,0.0,0.0,C154213707,1460387.31,1736679.06,0,0
34,CASH_IN,303392.31,C2068129377,6650839.5,6954231.81,C509996363,1496650.55,1193258.24,0,0
590,PAYMENT,59740.21,C1362886802,496215.73,436475.51,M2005893382,0.0,0.0,0,0
255,PAYMENT,2901.86,C2033692262,0.0,0.0,M561222138,0.0,0.0,0,0
205,CASH_IN,1446.93,C1375488048,2334859.81,2336306.74,C1907921375,1948964.56,1947517.62,0,0
299,CASH_OUT,305039.06,C397023008,0.0,0.0,C291863569,5767916.84,6072955.9,0,0
399,PAYMENT,38883.9,C179221913,76451.0,37567.1,M975754135,0.0,0.0,0,0
589,CASH_OUT,155919.69,C290831278,0.0,0.0,C1509539031,1269495.15,1425414.84,0,0
37,CASH_OUT,116403.68,C1782304352,45544.0,0.0,C1998689767,446352.34,539345.22,0,0
298,PAYMENT,33531.67,C491184207,0.0,0.0,M823365381,0.0,0.0,0,0
354,CASH_IN,17879.55,C337636805,691133.77,709013.32,C1402678094,110167.79,92288.23,0,0
18,CASH_IN,32200.86,C894572912,3883020.28,3915221.14,C713039134,2834418.08,2802217.22,0,0
205,CASH_OUT,298966.08,C421258587,0.0,0.0,C1358392802,3309641.5,3608607.58,0,0
9,CASH_OUT,28344.03,C1008977493,0.0,0.0,C1790657739,382068.07,597688.0,0,0
129,CASH_OUT,384081.81,C1308183208,37272.0,0.0,C405176846,2027712.96,2411794.78,0,0
691,CASH_IN,170317.99,C1087345322,15949.0,186266.99,C491295698,4755199.87,4584881.88,0,0
323,CASH_OUT,150816.26,C410829859,20393.0,0.0,C239088078,0.0,300992.06,0,0
307,CASH_OUT,366651.11,C1433933460,10860.0,0.0,C781812127,163041.03,529692.14,0,0
163,CASH_IN,100431.62,C1130606182,1022.0,101453.62,C501389262,0.0,0.0,0,0
17,CASH_IN,49673.7,C276657697,956927.34,1006601.04,C56400022,876287.6,826613.91,0,0
394,TRANSFER,435018.41,C1474028865,0.0,0.0,C605511877,924175.13,1359193.54,0,0
277,CASH_OUT,32519.21,C105560450,1155.0,0.0,C854855265,0.0,32519.21,0,0
354,TRANSFER,30359.86,C1704920414,20017.0,0.0,C1966221015,224886.43,255246.3,0,0
236,CASH_IN,260094.16,C1555477870,1067818.6,1327912.77,C866741259,1771401.66,1511307.49,0,0
329,TRANSFER,1562050.57,C27127646,0.0,0.0,C164163741,8596726.56,10158777.12,0,0
398,PAYMENT,10024.93,C1109874188,15408.0,5383.07,M1775790398,0.0,0.0,0,0
208,CASH_IN,2785.57,C1189029065,1625453.37,1628238.94,C1588464467,783044.59,780259.03,0,0
206,CASH_OUT,116344.61,C922457681,20217.0,0.0,C276972807,0.0,116344.61,0,0
299,CASH_IN,72148.91,C88035027,1316696.32,1388845.23,C1546633392,4439141.18,4366992.27,0,0
279,CASH_OUT,113346.44,C2001920802,0.0,0.0,C1157652857,593291.34,706637.78,0,0
11,CASH_OUT,236561.69,C1705804860,0.0,0.0,C707636572,996408.11,1232969.8,0,0
201,CASH_IN,221980.98,C1886740747,21545.0,243525.98,C484906653,60098.24,0.0,0,0
17,CASH_OUT,190119.27,C1980541033,0.0,0.0,C1386171502,907829.0,1270416.39,0,0
36,CASH_IN,166001.09,C1328214484,2829583.07,2995584.16,C2021765761,636190.78,470189.69,0,0
154,CASH_OUT,449742.29,C741994712,11621.0,0.0,C1158825178,13091.3,462833.59,0,0
232,CASH_OUT,389697.96,C1407147425,0.0,0.0,C681396896,13257267.12,13646965.08,0,0
429,CASH_OUT,186653.3,C931560000,256327.0,69673.7,C393861948,0.0,186653.3,0,0
304,TRANSFER,10000000.0,C20067151,0.0,0.0,C1220306189,11037762.08,44507166.01,0,0
347,CASH_IN,321323.81,C117410660,19118.0,340441.81,C1776621125,0.0,0.0,0,0
354,PAYMENT,2677.64,C1806706771,0.0,0.0,M344243558,0.0,0.0,0,0
256,CASH_IN,73647.9,C968331845,7930383.88,8004031.77,C402743164,6085099.46,6011451.56,0,0
522,CASH_IN,326363.88,C1968230542,30596.0,356959.88,C1586841007,1027732.0,701368.11,0,0
328,PAYMENT,462.03,C2132188123,55380.0,54917.97,M610845710,0.0,0.0,0,0
165,PAYMENT,2515.29,C731001453,0.0,0.0,M806775437,0.0,0.0,0,0
133,CASH_OUT,176863.73,C1101084441,32113.0,0.0,C940159462,631578.4,712067.57,0,0
356,CASH_OUT,138000.38,C2120698074,94801.07,0.0,C398452557,4092497.78,4230498.17,0,0
400,CASH_IN,254551.92,C2128775167,49595.0,304146.92,C1628879632,2150611.74,1896059.83,0,0
256,TRANSFER,1109496.27,C1077225191,176582.53,0.0,C258542541,2309771.33,3419267.61,0,0
306,TRANSFER,877341.52,C2045087962,30109.0,0.0,C843765777,0.0,877341.52,0,0
187,CASH_OUT,3550.78,C1405811603,0.0,0.0,C1675161146,6214.81,9765.59,0,0
37,CASH_OUT,220137.31,C1712863874,14067.0,0.0,C2124827675,239670.3,459807.61,0,0
13,CASH_OUT,198326.24,C652282908,61826.71,0.0,C1192771151,4033131.75,4231457.99,0,0
11,CASH_IN,596855.6,C457199173,20622.0,617477.6,C75629578,1828873.99,1232018.39,0,0
188,CASH_OUT,121086.38,C157711827,0.0,0.0,C1002614480,907633.68,1028720.06,0,0
139,PAYMENT,4543.01,C1238078,0.0,0.0,M583164015,0.0,0.0,0,0
229,CASH_OUT,148342.05,C1665509049,0.0,0.0,C1980557070,1707654.05,1855996.1,0,0
264,PAYMENT,3119.73,C798005133,101536.0,98416.27,M784149190,0.0,0.0,0,0
274,CASH_OUT,105661.71,C541526909,90235.0,0.0,C1611040378,0.0,105661.71,0,0
322,PAYMENT,7733.08,C710625621,49799.0,42065.92,M458519209,0.0,0.0,0,0
284,PAYMENT,13600.9,C230873820,122424.0,108823.1,M1137577696,0.0,0.0,0,0
280,PAYMENT,12542.79,C2090995117,0.0,0.0,M1351067722,0.0,0.0,0,0
13,CASH_IN,53850.91,C1592087193,2161254.67,2215105.58,C1957476230,6091623.59,6251266.02,0,0
18,CASH_OUT,400853.33,C962718603,234630.0,0.0,C827687674,492424.24,893277.58,0,0
155,CASH_OUT,155335.44,C1189409481,31218.0,0.0,C456915594,0.0,155335.44,0,0
249,CASH_OUT,208887.55,C209507295,101004.0,0.0,C914528615,102699.27,311586.81,0,0
279,CASH_IN,54577.75,C1672209928,62042.0,116619.75,C642448825,0.0,0.0,0,0
40,PAYMENT,11283.44,C1943785638,752.0,0.0,M1718713574,0.0,0.0,0,0
19,TRANSFER,777084.62,C2058525192,692.0,0.0,C1680027880,0.0,777084.62,0,0
1,PAYMENT,8480.48,C1482429406,19817.0,11336.52,M410958248,0.0,0.0,0,0
325,TRANSFER,612026.6,C1339835401,0.0,0.0,C275408609,6368491.15,6980517.75,0,0
408,PAYMENT,5471.6,C87330266,14012.0,8540.4,M834936392,0.0,0.0,0,0
181,CASH_OUT,74975.14,C1952455419,0.0,0.0,C2071395941,141177.98,216153.12,0,0
129,CASH_IN,75397.51,C777321932,4042690.59,4118088.1,C525191541,203990.87,128593.36,0,0
478,CASH_IN,160262.04,C785041022,6468253.89,6628515.93,C363922171,1662341.44,1502079.4,0,0
345,CASH_IN,127490.85,C158135608,10212658.99,10340149.84,C2130978692,947943.78,820452.93,0,0
380,CASH_IN,202200.64,C680978030,115784.0,317984.64,C1585568964,446712.32,244511.68,0,0
396,PAYMENT,30340.89,C158711762,0.0,0.0,M292900576,0.0,0.0,0,0
159,CASH_IN,20264.73,C339268829,446480.0,466744.73,C960590997,0.0,0.0,0,0
252,PAYMENT,4508.57,C231401095,454969.79,450461.22,M70252893,0.0,0.0,0,0
13,CASH_OUT,235781.86,C1585555587,0.0,0.0,C689665706,7233669.99,7599796.73,0,0
5,PAYMENT,6507.26,C1136705850,18372.38,11865.12,M1931327807,0.0,0.0,0,0
594,CASH_OUT,240248.1,C628145442,11586.0,0.0,C1592211309,0.0,240248.1,0,0
178,CASH_IN,145294.17,C2063159445,19983.0,165277.17,C850912725,9406468.04,9261173.87,0,0
333,CASH_OUT,217661.72,C1788205266,68838.0,0.0,C324905147,5843.4,223505.11,0,0
206,CASH_OUT,31384.31,C1216993808,414.0,0.0,C697773985,0.0,31384.31,0,0
299,CASH_OUT,183337.3,C1256985479,20890.0,0.0,C1917553705,825021.77,1008359.06,0,0
306,CASH_OUT,32253.5,C1387226567,0.0,0.0,C1036010202,46154.67,78408.17,0,0
44,TRANSFER,260901.27,C599259441,0.0,0.0,C346543732,12608797.39,12869698.66,0,0
95,PAYMENT,4305.0,C276378544,10928.0,6623.0,M1456700869,0.0,0.0,0,0
252,PAYMENT,25169.75,C74521811,97648.0,72478.25,M2100595291,0.0,0.0,0,0
398,CASH_OUT,237288.81,C972283759,0.0,0.0,C81959866,4799151.45,5036440.26,0,0
254,CASH_IN,102761.45,C1616500821,26012437.31,26115198.77,C1157680189,2060434.57,1957673.11,0,0
228,PAYMENT,3116.62,C2106956895,172923.81,169807.2,M1756507784,0.0,0.0,0,0
378,TRANSFER,1009857.78,C497410912,0.0,0.0,C363527392,2979567.42,3989425.2,0,0
44,CASH_OUT,102783.83,C220669480,0.0,0.0,C1213438824,191178.51,293962.34,0,0
22,CASH_OUT,53987.39,C1133110442,11411.0,0.0,C1553247987,46640.85,100628.24,0,0
203,CASH_OUT,1124.29,C509307456,0.0,0.0,C583231496,719389.94,720514.23,0,0
168,PAYMENT,761.35,C698941361,5552.0,4790.65,M1433060715,0.0,0.0,0,0
692,CASH_OUT,7736.21,C1454216676,8044.0,307.79,C282163560,0.0,7736.21,0,0
139,CASH_IN,19616.15,C1887799134,6273769.32,6293385.48,C519207494,479879.52,460263.37,0,0
255,PAYMENT,15851.28,C2109381705,36990.0,21138.72,M440635392,0.0,0.0,0,0
37,CASH_OUT,157641.57,C1194300350,61451.0,0.0,C1291793295,982774.01,1140415.59,0,0
237,CASH_OUT,108061.25,C1620045185,21866.0,0.0,C1926606707,2064614.88,2172676.12,0,0
185,CASH_OUT,397810.38,C675357164,153.0,0.0,C430896253,0.0,397810.38,0,0
19,CASH_OUT,84024.33,C777908226,0.0,0.0,C1394839703,614057.79,902505.69,0,0
285,PAYMENT,10325.96,C903364084,0.0,0.0,M975178872,0.0,0.0,0,0
34,CASH_IN,109917.94,C146787469,5464.0,115381.94,C427538030,0.0,0.0,0,0
13,TRANSFER,1030105.63,C260544142,0.0,0.0,C1106744673,7722240.19,9630685.69,0,0
355,CASH_OUT,324475.24,C1695714742,271.0,0.0,C1160097314,936.0,30544.65,0,0
212,TRANSFER,236677.34,C919135342,149173.0,0.0,C1016640257,13088.5,249765.85,0,0
302,PAYMENT,29988.93,C87625601,0.0,0.0,M215495804,0.0,0.0,0,0
353,CASH_OUT,132561.88,C637464385,0.0,0.0,C890036710,1566948.25,1699510.13,0,0
188,CASH_IN,98081.7,C2083569014,2739744.64,2837826.34,C2049732070,1143974.98,1045893.28,0,0
637,CASH_OUT,151412.34,C1146520078,0.0,0.0,C1825528507,218836.09,370248.43,0,0
283,CASH_OUT,209591.64,C1301939649,5494.0,0.0,C1378763346,8450705.23,8660296.87,0,0
352,PAYMENT,5912.32,C1442724788,0.0,0.0,M730050592,0.0,0.0,0,0
203,CASH_IN,332105.04,C1570576257,773081.0,1105186.04,C911192929,0.0,0.0,0,0
8,CASH_OUT,102384.91,C1625736357,0.0,0.0,C1891412311,1381961.08,1226513.58,0,0
138,PAYMENT,13924.71,C182329051,0.0,0.0,M1926822713,0.0,0.0,0,0
404,CASH_IN,270199.18,C1256970302,3860.0,274059.18,C1689082352,2463669.32,2193470.14,0,0
354,PAYMENT,10726.91,C1925884684,54265.0,43538.09,M1365174912,0.0,0.0,0,0
590,TRANSFER,211962.93,C66655249,54382.0,0.0,C1878351287,153283.1,365246.02,0,0
307,CASH_OUT,298029.69,C1450194117,0.0,0.0,C851792165,2208489.81,2506519.5,0,0
234,CASH_OUT,22647.9,C1414157232,53576.0,30928.1,C783846954,0.0,22647.9,0,0
154,CASH_OUT,14668.63,C141689999,12185.0,0.0,C775043389,2083041.19,2097709.81,0,0
163,PAYMENT,1439.48,C385760591,0.0,0.0,M701119706,0.0,0.0,0,0
44,CASH_OUT,84806.53,C762087031,225524.27,140717.74,C1761048028,923590.47,1008397.0,0,0
13,CASH_OUT,175489.03,C1788051267,522420.45,346931.41,C1334620206,2410035.28,2445794.06,0,0
20,CASH_OUT,56841.76,C898150844,67226.0,10384.24,C74053145,266985.17,323826.92,0,0
709,CASH_OUT,204465.54,C1339961638,5691.0,0.0,C2129062438,2183442.56,2387908.1,0,0
203,CASH_OUT,223480.27,C1068693888,32317.0,0.0,C1084314216,0.0,223480.27,0,0
404,CASH_IN,48892.76,C1684249974,2036861.31,2085754.07,C1442018104,4844141.16,4795248.4,0,0
405,PAYMENT,12490.5,C1035432238,33999.0,21508.5,M1062926090,0.0,0.0,0,0
279,CASH_OUT,393469.1,C775244477,99014.0,0.0,C955097010,13141621.94,13535091.05,0,0
41,CASH_OUT,140713.06,C2108036808,119329.0,0.0,C464623695,0.0,140713.06,0,0
282,PAYMENT,87.13,C1833277,70567.83,70480.7,M1169861976,0.0,0.0,0,0
156,CASH_OUT,147377.82,C1922206542,346025.0,198647.18,C2117924870,6182972.61,6596062.19,0,0
400,TRANSFER,922191.82,C1026861999,155.33,0.0,C873544547,2386351.83,3308543.65,0,0
298,CASH_OUT,166790.4,C744197870,11737.0,0.0,C1714549015,101997.74,268788.13,0,0
21,CASH_IN,45676.54,C1458751225,101024.0,146700.54,C1165124808,3539361.05,3529947.79,0,0
347,CASH_OUT,317441.07,C1766349488,49946.0,0.0,C1252812016,774524.66,1091965.73,0,0
347,PAYMENT,33581.77,C414217237,318362.91,284781.14,M1664108896,0.0,0.0,0,0
303,CASH_IN,68169.05,C1996090972,3848118.95,3916287.99,C1719061850,489466.4,421297.35,0,0
304,CASH_OUT,67324.1,C1863035149,0.0,0.0,C203171330,510291.23,577615.33,0,0
394,PAYMENT,20079.99,C989979657,15024.0,0.0,M1865712858,0.0,0.0,0,0
396,CASH_OUT,96501.58,C106622399,0.0,0.0,C4288762,668245.74,764747.32,0,0
307,PAYMENT,5292.78,C1118539532,84741.0,79448.22,M1082625343,0.0,0.0,0,0
299,CASH_OUT,58888.73,C1500525686,80032.0,21143.27,C1744924077,0.0,58888.73,0,0
322,CASH_IN,10562.84,C1182191499,5841659.45,5852222.29,C1598079175,32291.35,21728.52,0,0
356,CASH_IN,116476.08,C2097032973,218.0,116694.08,C1020449240,970900.44,854424.36,0,0
215,CASH_IN,84056.73,C329980908,4810903.33,4894960.06,C1919071679,100016.94,15960.21,0,0
400,CASH_IN,396520.96,C1530257885,5544060.96,5940581.92,C884982590,5425478.63,5028957.67,0,0
520,CASH_OUT,434326.37,C944686945,30703.0,0.0,C342394878,0.0,434326.37,0,0
253,PAYMENT,8911.67,C1679826198,6065.0,0.0,M858054917,0.0,0.0,0,0
253,PAYMENT,16843.61,C1502487088,0.0,0.0,M582142258,0.0,0.0,0,0
617,PAYMENT,36271.45,C1384981800,12722.0,0.0,M255520988,0.0,0.0,0,0
251,CASH_OUT,36028.91,C671453006,56888.0,20859.09,C346655790,72098.83,108127.74,0,0
20,CASH_OUT,338374.61,C268114079,29056.0,0.0,C170099940,85893.91,432038.47,0,0
684,CASH_OUT,365136.18,C1220941380,12123.0,0.0,C640449099,0.0,365136.18,0,0
371,TRANSFER,277973.22,C1396017311,0.0,0.0,C1612426642,1024293.02,1302266.24,0,0
205,TRANSFER,119130.09,C651083831,105338.0,0.0,C1889276757,68700.12,187830.21,0,0
10,PAYMENT,15396.44,C2142764226,431861.66,416465.21,M1218977010,0.0,0.0,0,0
345,CASH_OUT,48726.64,C1898494628,64150.0,15423.36,C1427117952,0.0,48726.64,0,0
373,CASH_OUT,186511.3,C1575848860,11324.0,0.0,C1762190243,116016.76,302528.06,0,0
38,PAYMENT,1274.96,C538518508,50426.0,49151.04,M1130818968,0.0,0.0,0,0
298,TRANSFER,32198149.28,C1510283995,0.0,0.0,C2130064541,36535613.68,68733762.97,0,0
137,CASH_OUT,309732.82,C28488196,0.0,0.0,C453898501,5623362.21,5933095.03,0,0
349,CASH_OUT,32338.5,C438308528,55444.0,23105.5,C384267444,0.0,32338.5,0,0
155,PAYMENT,6203.16,C335445774,33156.86,26953.7,M1206915777,0.0,0.0,0,0
357,CASH_IN,185739.3,C895124511,1126089.12,1311828.42,C1050797305,455778.84,270039.54,0,0
11,CASH_OUT,516364.1,C1934865450,488.0,0.0,C576357354,2164168.98,3273455.12,0,0
251,PAYMENT,13028.83,C405322353,48824.45,35795.62,M1226636296,0.0,0.0,0,0
235,CASH_OUT,70956.82,C1208599042,0.0,0.0,C2113508466,6614665.69,6685622.51,0,0
180,TRANSFER,2341593.62,C390593594,14588.0,0.0,C717581421,762165.78,3103759.41,0,0
284,CASH_IN,82864.97,C307022494,65196.0,148060.97,C322208237,0.0,0.0,0,0
258,PAYMENT,10547.16,C1945016933,213.0,0.0,M68931702,0.0,0.0,0,0
209,CASH_OUT,222834.22,C2035976626,50298.0,0.0,C1713973049,3581096.55,3803930.77,0,0
255,CASH_IN,1776.8,C778701194,1713076.11,1714852.92,C1978876252,6330399.83,6328623.02,0,0
39,PAYMENT,13938.59,C549071848,81180.99,67242.4,M971359690,0.0,0.0,0,0
278,PAYMENT,13675.11,C277186455,10747.0,0.0,M644728526,0.0,0.0,0,0
38,DEBIT,461.55,C1123565815,98699.0,98237.45,C1782230163,535621.1,536082.65,0,0
305,CASH_IN,287367.42,C660523633,13248.0,300615.42,C614903435,6283357.37,5995989.95,0,0
39,PAYMENT,1157.18,C1443436997,51092.94,49935.76,M137688,0.0,0.0,0,0
370,CASH_IN,321667.62,C507388981,995010.8,1316678.42,C2037611322,2399296.56,2077628.94,0,0
41,PAYMENT,12976.3,C59033458,0.0,0.0,M601896554,0.0,0.0,0,0
286,CASH_IN,84364.74,C131094523,24853764.53,24938129.27,C870160480,1820361.32,1735996.58,0,0
284,CASH_OUT,241978.44,C1607350531,0.0,0.0,C2014637153,430082.06,914732.15,0,0
380,CASH_OUT,281343.86,C574473535,0.0,0.0,C1578831306,969070.29,1250414.15,0,0
17,CASH_IN,232413.76,C1704654697,105376.0,337789.76,C1153015561,2615172.59,2382758.83,0,0
250,CASH_OUT,54486.79,C1193695853,0.0,0.0,C990847191,732343.94,786830.73,0,0
331,PAYMENT,11585.51,C1716568086,0.0,0.0,M19416138,0.0,0.0,0,0
132,CASH_OUT,38638.41,C1858938982,60831.0,22192.59,C1037081231,0.0,38638.41,0,0
257,CASH_OUT,188744.97,C1286065174,423.0,0.0,C173841623,61886.36,250631.33,0,0
178,PAYMENT,15129.29,C1595755360,136940.13,121810.84,M1649267349,0.0,0.0,0,0
256,CASH_OUT,7542.81,C1690845133,0.0,0.0,C2136376364,268033.44,275576.25,0,0
332,PAYMENT,24013.85,C432038881,0.0,0.0,M325091845,0.0,0.0,0,0
330,CASH_OUT,306270.01,C1708936348,66537.0,0.0,C567663699,5699691.08,6005961.09,0,0
207,CASH_OUT,336379.35,C1971714064,45506.79,0.0,C1338210643,415372.21,1131797.72,0,0
228,CASH_OUT,283659.27,C1995866788,205458.0,0.0,C672022738,0.0,283659.27,0,0
278,PAYMENT,1857.43,C2125053129,544.0,0.0,M1825446545,0.0,0.0,0,0
402,PAYMENT,15003.27,C912063470,72.0,0.0,M1009938526,0.0,0.0,0,0
301,PAYMENT,38105.11,C402125622,0.0,0.0,M626050537,0.0,0.0,0,0
259,PAYMENT,5700.35,C525053299,0.0,0.0,M600676480,0.0,0.0,0,0
33,CASH_IN,76556.98,C188045253,711539.33,788096.31,C983855415,2893085.36,2816528.38,0,0
188,PAYMENT,5363.06,C1890053199,157517.0,152153.94,M1145979989,0.0,0.0,0,0
153,CASH_IN,296416.0,C1725674142,34477.0,330893.0,C1987297001,0.0,0.0,0,0
258,CASH_OUT,38420.25,C1229175199,0.0,0.0,C260054691,116491.5,187049.81,0,0
96,CASH_IN,478814.93,C272317558,901298.99,1380113.92,C704815699,7970270.84,7491455.91,0,0
377,PAYMENT,1133.18,C1502950524,30896.0,29762.82,M1476857065,0.0,0.0,0,0
404,PAYMENT,17907.37,C1758882797,51651.02,33743.65,M693175968,0.0,0.0,0,0
260,CASH_OUT,193313.08,C235642039,40292.0,0.0,C165768183,2219283.11,2412596.2,0,0
395,PAYMENT,16111.76,C49116156,0.0,0.0,M1547538475,0.0,0.0,0,0
458,PAYMENT,941.22,C1274261973,602.0,0.0,M1904622634,0.0,0.0,0,0
324,TRANSFER,1282273.22,C1903101989,0.0,0.0,C1480402025,2296747.95,3579021.17,0,0
215,PAYMENT,8636.78,C1280013202,42385.0,33748.22,M561411297,0.0,0.0,0,0
284,CASH_IN,50466.89,C1677639143,63506.0,113972.89,C952368186,1839140.11,1788673.22,0,0
252,CASH_OUT,329280.59,C1334159211,556.0,0.0,C270595106,0.0,329280.59,0,0
250,CASH_OUT,65768.49,C499837740,0.0,0.0,C346616466,107712.7,173481.2,0,0
137,PAYMENT,7696.38,C1102541635,0.0,0.0,M974203841,0.0,0.0,0,0
304,CASH_IN,65132.04,C603939191,10117.0,75249.04,C1989193975,7092.66,0.0,0,0
15,TRANSFER,174487.11,C308811534,0.0,0.0,C1726786375,2105078.75,2254149.82,0,0
350,PAYMENT,28186.08,C1003546333,200388.0,172201.92,M205883178,0.0,0.0,0,0
236,CASH_OUT,212013.45,C1243433162,0.0,0.0,C1332376774,2227360.94,2439374.39,0,0
383,CASH_OUT,201876.96,C2147188502,366225.19,164348.22,C2063414890,834461.11,1036338.07,0,0
40,CASH_OUT,132955.01,C2013660499,115386.0,0.0,C893772109,2011458.08,2378247.79,0,0
353,PAYMENT,8710.03,C1116116081,0.0,0.0,M1730254703,0.0,0.0,0,0
227,TRANSFER,574401.15,C1618040426,214863.0,0.0,C687830023,8826497.25,9400898.4,0,0
378,PAYMENT,2678.91,C682752555,0.0,0.0,M774877303,0.0,0.0,0,0
180,TRANSFER,363512.9,C1218305087,277870.93,0.0,C1211588868,8057313.54,8420826.44,0,0
10,CASH_OUT,88590.73,C1025982263,0.0,0.0,C2035525206,168643.63,257234.37,0,0
